,1,2268318,2520377,pv,1511544070
355,1000004,2623735,2806049,pv,1511967459
356,1000004,5150592,672001,pv,1511967532
357,1000004,1591982,672001,pv,1511967538
358,1000004,1709587,672001,pv,1511967609
359,1000004,1928635,4181361,pv,1511967787
360,1000004,5064213,2355072,pv,1511967853
361,1000004,797408,672001,pv,1511967979
362,1000004,1317750,1080785,pv,1512057756
363,1000004,5098344,3607361,pv,1512057851
364,1000004,3600228,3607361,pv,1512057971
365,1000004,2053091,1080785,pv,1512058072
366,1000004,3854178,4181361,pv,1512058227
367,1000004,1093023,4756105,pv,1512058507
368,1000004,1317750,1080785,pv,1512104079
369,1000004,342576,1080785,pv,1512175255
370,1000004,755883,2355072,pv,1512175299
371,1000004,1848924,2355072,pv,1512175311
372,1000004,2003884,1320293,pv,1512175328
373,1000004,3130844,1379146,pv,1512175502
374,1000004,3704153,3607361,pv,1512175602
375,1000004,3894780,3607361,pv,1512175645
376,1000004,4445384,1080785,pv,1512175652
377,1000004,1994706,1080785,pv,1512175732
378,1000004,4468378,3645362,pv,1512175853
379,1000004,1508681,4181361,pv,1512175921
380,1000004,2649069,3002561,pv,1512176019
381,1000004,1249526,3002561,pv,1512176031
382,1000004,3499937,3607361,pv,1512222036
383,1000004,1009181,3002561,pv,1512222043
384,1000004,2980887,3607361,pv,1512222060
385,1000004,2530508,3607361,pv,1512222070
386,1000004,2050919,2355072,pv,1512222079
387,1000004,1734054,2939262,pv,1512222127
388,1000004,4802868,2355072,pv,1512222152
389,1000004,479737,2355072,pv,1512222308
390,1000004,1913554,737184,pv,1512222400
391,1000004,5134190,3607361,pv,1512274968
392,1000004,1080797,3607361,pv,1512274980
393,1000004,1263902,3607361,pv,1512274992
394,1000004,1317750,1080785,pv,1512286602
395,1000004,4457235,1080785,pv,1512286615
396,1000004,1317750,1080785,pv,1512286623
397,1000011,3991727,3108044,buy,1511572004
398,1000011,1882842,590997,pv,1511572034
399,1000011,387414,590997,pv,1511572077
400,1000011,1345921,2578647,pv,1511572164
401,1000011,3450365,4339722,pv,1511574950
402,1000011,4683193,2578647,pv,1511575080
403,1000011,3993081,4827537,pv,1511576866
404,1000011,1345921,2578647,pv,1511578737
405,1000011,1386216,2578647,pv,1511581182
406,1000011,1345921,2578647,pv,1511581197
407,1000011,106742,4339722,pv,1511581221
408,1000011,1345921,2578647,pv,1511581226
409,1000011,106154,4339722,pv,1511581267
410,1000011,1345921,2578647,pv,1511581270
411,1000011,3968124,2578647,pv,1511581318
412,1000011,4023750,4339722,pv,1511581403
413,1000011,3901073,4339722,pv,1511581419
414,1000011,106742,4339722,pv,1511581582
415,1000011,841993,3108044,pv,1511581707
416,1000011,106742,4339722,fav,1511582771
417,1000011,1345921,2578647,pv,1511582982
418,1000011,106742,4339722,pv,1511587279
419,1000011,3991727,3108044,pv,1511589106
420,1000011,4712342,359388,pv,1511589336
421,1000011,4320095,1397912,pv,1511589478
422,1000011,3738566,1792277,pv,1511589484
423,1000011,3993081,4827537,pv,1511597648
424,1000011,387414,590997,fav,1511603057
425,1000011,1686875,590997,pv,1511603076
426,1000011,404297,2578647,pv,1511603167
427,1000011,387414,590997,pv,1511603205
428,1000011,404297,2578647,fav,1511603262
429,1000011,387414,590997,pv,1511603264
430,1000011,3581811,590997,pv,1511603267
431,1000011,106742,4339722,pv,1511603281
432,1000011,404297,2578647,pv,1511603336
433,1000011,106742,4339722,pv,1511603725
434,1000011,404297,2578647,pv,1511603752
435,1000011,106742,4339722,pv,1511603878
436,1000011,404297,2578647,buy,1511603941
437,1000011,4802280,4827537,pv,1511603988
438,1000011,1705898,4827537,pv,1511604021
439,1000011,3993081,4827537,pv,1511604034
440,1000011,404297,2578647,pv,1511652741
441,1000011,2063292,1595193,pv,1511652790
442,1000011,3993081,4827537,pv,1511655595
443,1000011,1686875,590997,pv,1511660922
444,1000011,3531412,590997,pv,1511660973
445,1000011,293346,1595193,pv,1511661025
446,1000011,3993081,4827537,pv,1511663367
447,1000011,1705898,4827537,pv,1511663382
448,1000011,404297,2578647,pv,1511668803
449,1000011,2269790,2096639,pv,1511679182
450,1000011,730324,2096639,pv,1511679244
451,1000011,1866283,2096639,pv,1511679276
452,1000011,3978773,2096639,pv,1511679301
453,1000011,237076,1516409,pv,1511683652
454,1000011,293346,1595193,pv,1511683833
455,1000011,3991727,3108044,pv,1511683928
456,1000011,404297,2578647,pv,1511685053
457,1000011,106742,4339722,pv,1511685101
458,1000011,404297,2578647,pv,1511685125
459,1000011,293346,1595193,pv,1511699314
460,1000011,4802280,4827537,pv,1511740383
461,1000011,404297,2578647,pv,1511772680
462,1000011,1562898,154040,pv,1511772760
463,1000011,514051,154040,pv,1511772768
464,1000011,1684440,2735466,pv,1511778467
465,1000011,1891373,2735466,pv,1511778477
466,1000011,751298,2735466,pv,1511778501
467,1000011,4503852,2735466,pv,1511778505
468,1000011,2531901,2735466,pv,1511778511
469,1000011,404297,2578647,pv,1511842762
470,1000011,2237806,154040,pv,1511842776
471,1000011,106742,4339722,pv,1511853113
472,1000011,404297,2578647,pv,1511853621
473,1000011,106742,4339722,pv,1511855129
474,1000011,2740307,886203,pv,1511859303
475,1000011,1624701,3909718,pv,1511859316
476,1000011,1461565,886203,pv,1511859326
477,1000011,3844964,886203,pv,1511859342
478,1000011,2114287,886203,pv,1511859393
479,1000011,3048034,886203,pv,1511859400
480,1000011,3358820,886203,pv,1511859426
481,1000011,404297,2578647,pv,1511924494
482,1000011,453400,4756105,pv,1511948184
483,1000011,1812250,2355072,pv,1511965465
484,1000011,3735114,154040,pv,1512104148
485,1000011,2044407,2355072,fav,1512104462
486,1000011,84400,590997,pv,1512104477
487,1000011,4418560,4145813,pv,1512104517
488,1000011,1247347,2640118,fav,1512104539
489,1000011,1969563,4606718,pv,1512104554
490,1000011,4632023,4697972,fav,1512220032
491,1000011,4473980,2355072,fav,1512267426
492,1000011,4061696,982926,pv,1512273286
493,1000011,1706873,982926,pv,1512273294
494,1000011,3488746,982926,pv,1512273308
495,1000011,407610,982926,pv,1512273357
496,1000011,1132774,982926,pv,1512273395
497,1000011,931044,2355072,fav,1512298194
498,100002,5038146,4738961,pv,1511610824
499,100002,4402663,3611159,pv,1511610854
500,100002,2962064,4358294,pv,1511610895
501,100002,3323002,703487,pv,1511611143
502,100002,1388422,4708348,pv,1511611173
503,100002,3034883,523181,pv,1511611377
504,100002,1430817,344833,pv,1511611596
505,100002,5038146,4738961,pv,1511611712
506,100002,3425923,4993094,pv,1511612685
507,100002,5679,4993094,pv,1511613078
508,100002,1818697,4993094,pv,1511613230
509,100002,1822618,3844144,pv,1511613566
510,100002,1903110,2440115,pv,1511613832
511,100002,3313603,3496816,pv,1511672423
512,100002,4583352,1464116,pv,1511672853
513,100002,4334235,3561974,pv,1511673823
514,100002,3531454,4708262,pv,1511673825
515,100002,4334235,3561974,pv,1511673826
516,100002,1217377,3561974,pv,1511673889
517,100002,4334235,3561974,pv,1511673898
518,100002,5038146,4738961,pv,1511704878
519,100002,324802,2096639,pv,1511705000
520,100002,1309000,3680035,pv,1511705135
521,100002,332222,3680035,pv,1511706771
522,100002,3688473,4467019,pv,1511706773
523,100002,332222,3680035,pv,1511706850
524,100002,1585267,4806751,pv,1511839570
525,100002,1643256,4806751,pv,1511839687
526,100002,1585267,4806751,pv,1511840025
527,100002,2968522,4806751,pv,1511846926
528,100002,1585267,4806751,pv,1511847012
529,100002,2968522,4806751,fav,1511847622
530,100002,1585267,4806751,pv,1511847624
531,100002,2452885,4806751,fav,1511854685
532,100002,1585267,4806751,pv,1511861332
533,100002,2452885,4806751,pv,1511861477
534,100002,1585267,4806751,pv,1511861485
535,100002,2452885,4806751,pv,1511861880
536,100002,2968522,4806751,pv,1511862934
537,100002,2452885,4806751,pv,1511864359
538,100002,5159088,4806751,pv,1511865232
539,100002,2452885,4806751,pv,1511866043
540,100002,2500376,4159072,pv,1511869129
541,100002,2452885,4806751,pv,1511869436
542,100002,4417361,4806751,pv,1511871727
543,100002,2452885,4806751,pv,1511872476
544,100002,4928571,4806751,fav,1511873602
545,100002,2452885,4806751,pv,1511873605
546,100002,2953031,2885642,pv,1511877273
547,100002,2452885,4806751,pv,1511877582
548,100002,4417361,4806751,pv,1511878327
549,100002,2928801,1464116,pv,1511936087
550,100002,4046253,1464116,fav,1511943971
551,100002,3065876,772894,pv,1511955270
552,100002,2971911,2735466,pv,1512002438
553,100002,2667139,2735466,pv,1512002584
554,100002,2393145,772894,pv,1512019015
555,100002,2976687,772894,fav,1512019800
556,100002,2393145,772894,pv,1512019819
557,100002,3619456,1678374,pv,1512026842
558,100002,1372665,550660,pv,1512026935
559,100002,3710028,3673049,pv,1512027316
560,100002,2976687,772894,pv,1512040766
561,100002,3121556,772894,pv,1512041275
562,100002,2976687,772894,buy,1512043690
563,100002,4928571,4806751,pv,1512046188
564,100002,2976687,772894,pv,1512047583
565,100002,3068128,4806751,pv,1512049127
566,100002,2976687,772894,pv,1512051436
567,100002,305613,1678374,pv,1512054529
568,100002,437789,1988433,pv,1512055033
569,100002,4046253,1464116,pv,1512055694
570,100002,437789,1988433,pv,1512088975
571,100002,2826944,3561974,pv,1512117623
572,100002,2279428,2303546,pv,1512118233
573,100002,2667139,2735466,pv,1512131957
574,100002,3644430,4533189,fav,1512132643
575,100002,2472257,2493530,pv,1512133129
576,100002,3935544,4848899,pv,1512211933
577,100002,4564039,2070081,pv,1512212004
578,100002,2660418,411153,pv,1512212875
579,100002,2948973,2066340,pv,1512213270
580,100002,3532599,84264,pv,1512271509
581,100002,2657432,84264,pv,1512271727
582,100002,3532599,84264,pv,1512272051
583,100002,2332194,160181,fav,1512290100
584,100002,4046253,1464116,pv,1512291287
585,100002,2452885,4806751,pv,1512291555
586,100002,1177587,3439012,pv,1512291706
587,100002,3056094,1464116,pv,1512293026
588,100002,2928801,1464116,pv,1512294688
589,100002,3967184,1323466,pv,1512314289
590,1000027,946651,1884568,pv,1511700566
591,1000027,2070173,4217906,cart,1511704378
592,1000027,1934938,4718844,buy,1511934933
593,1000027,1688132,3548883,pv,1512122847
594,1000027,3713945,3548883,pv,1512122977
595,1000027,1688132,3548883,pv,1512123017
596,1000027,2327305,4532706,cart,1512143886
597,1000027,4302745,4532706,pv,1512144057
598,1000027,3662830,4263789,cart,1512144190
599,1000027,4302745,4532706,cart,1512144221
600,1000027,646869,3692903,cart,1512144238
601,1000027,4302745,4532706,pv,1512144350
602,1000027,2913671,4532706,pv,1512144357
603,1000027,1027890,4532706,pv,1512144383
604,1000027,2277034,3692903,pv,1512144427
605,1000027,1027890,4532706,pv,1512144450
606,1000027,4070233,4217906,pv,1512144840
607,1000027,1175547,2311290,pv,1512203173
608,1000027,3241094,3548883,buy,1512314102
609,1000028,1850341,2025483,pv,1511684583
610,1000028,2428956,1879194,pv,1511744266
611,1000028,4717045,5071267,pv,1511744316
612,1000028,5049814,3002561,pv,1511744960
613,1000028,2335149,4690421,pv,1511744967
614,1000028,1317359,3002561,pv,1511744974
615,1000028,2006028,4145813,pv,1511744987
616,1000028,855217,4145813,fav,1511745075
617,1000028,2842089,4145813,pv,1511745118
618,1000028,2217534,4145813,pv,1511745148
619,1000028,2842089,4145813,pv,1511745574
620,1000028,2217534,4145813,pv,1511745581
621,1000028,855217,4145813,pv,1511745664
622,1000028,3359227,3002561,pv,1511745710
623,1000028,560931,3002561,pv,1511746249
624,1000028,5049814,3002561,pv,1511746273
625,1000028,2955350,4145813,pv,1511764186
626,1000028,5049814,3002561,pv,1511764243
627,1000028,4472519,4145813,pv,1511764338
628,1000028,2955350,4145813,pv,1511853149
629,1000028,642845,4145813,pv,1511853218
630,1000028,5154311,4145813,pv,1511853229
631,1000028,2828948,4145813,fav,1511853291
632,1000028,829118,3002561,pv,1511853338
633,1000028,2678166,3002561,pv,1511853356
634,1000028,4291755,3002561,pv,1511853392
635,1000028,4889909,3002561,pv,1511853405
636,1000028,4598217,3002561,pv,1511853411
637,1000028,4098799,3002561,pv,1511853447
638,1000028,2136750,3002561,pv,1511853488
639,1000028,2750042,4145813,pv,1511853760
640,1000028,4242144,4145813,pv,1511853770
641,1000028,1242478,4145813,pv,1511854088
642,1000028,4663975,4145813,pv,1511854098
643,1000028,2723903,4145813,pv,1511856196
644,1000028,1242478,4145813,pv,1511856246
645,1000028,4908288,4145813,pv,1511856263
646,1000028,855217,4145813,pv,1511856419
647,1000028,2842089,4145813,pv,1511856519
648,1000028,461271,4145813,pv,1511856534
649,1000028,4022391,4145813,pv,1511856567
650,1000028,4818655,4145813,pv,1511856597
651,1000028,461271,4145813,fav,1511856763
652,1000028,855217,4145813,pv,1511856797
653,1000028,4908288,4145813,pv,1511856827
654,1000028,461271,4145813,pv,1511856840
655,1000028,4908288,4145813,pv,1511856843
656,1000028,461271,4145813,pv,1511857136
657,1000028,2217534,4145813,pv,1511857189
658,1000028,4818655,4145813,pv,1511857212
659,1000028,2678166,3002561,pv,1511857276
660,1000028,4650996,3002561,pv,1511857354
661,1000028,560931,3002561,pv,1511857403
662,1000028,3418092,3002561,pv,1511857463
663,1000028,1982857,3002561,pv,1511857506
664,1000028,2132929,3002561,pv,1511857560
665,1000028,890987,3002561,pv,1511857597
